opportunity number,region,Sales Team,Opportunity Name,epc phase,opportunity owner,Stage,Fiscal Period,Use Case,ACV ($),Next Steps,date in stage 0,date in Stage 1,Date in Stage 2,date in stage 3,days in stage 4,date in stage 5,account name,account grouping,contact title,Budget approved,Compelling event established,Close plan agreed,Why Anything?,Why Now?,Why us as a vendor?,Competitor,Partner,customer Need for our solution
OPP-HIST-01137,NORAM,Strategic Accounts,Company 2137 - Analytics & Reporting,Commit,Owner 9,Closed Lost,Q3 FY25,Cloud Cost Optimization,30681,,2025-04-25,,2025-06-05,2025-06-14,,2025-07-24,Company 2137,,VP Eng,,Yes,Yes,,Exec mandate,Low TCO,Internal Build,Partner X,Visibility
OPP-HIST-01138,LAC,Mid-Market,Company 2138 - Security & Compliance,Commit,Owner 102,Closed Won,Q1 FY24,Analytics & Reporting,80540,Implementation plan,2023-10-02,2023-11-02,2023-11-30,,,2024-01-30,Company 2138,Parent Account 15,Director IT,Yes,Yes,Yes,Legacy expensive,,,Internal Build,GSII,
OPP-HIST-01139,APAC,Enterprise,Company 2139 - Data Platform Modernization,Prove,Owner 56,Closed Won,Q2 FY24,Cloud Cost Optimization,253664,Deep dive,2024-03-03,2024-03-26,,2024-04-24,,2024-06-23,Company 2139,Parent Account 12,Head of Data,Yes,Yes,No,Fragmented tools,M&A drive,References match,Status Quo,Consulting Co,Security posture
OPP-HIST-01140,NORAM,Public Sector,Company 2140 - Security & Compliance,Prove,Owner 127,Closed Lost,Q1 FY25,Cloud Cost Optimization,28359,POC run,2024-11-09,2024-11-22,2024-12-17,2024-12-31,31,2025-03-04,Company 2140,Parent Account 54,CTO,Yes,No,,Legacy expensive,,,Competitor C,Partner Y,Reduce Ops
OPP-HIST-01141,GP&A,Strategic Accounts,Company 2141 - Customer 360 View,Explore,Owner 31,Closed Won,Q1 FY24,Data Platform Modernization,60897,POC run,2023-12-10,,,2024-03-29,,2024-04-26,Company 2141,Parent Account 151,CTO,Yes,Yes,No,,,Strong roadmap,Internal Build,Consulting Co,
OPP-HIST-01142,LAC,Public Sector,Company 2142 - Cloud Cost Optimization,Prove,Owner 174,Closed Lost,Q3 FY25,Security & Compliance,160902,Implementation plan,2025-06-02,,2025-07-25,2025-08-31,0,2025-09-25,Company 2142,Parent Account 164,CTO,No,Yes,No,Legacy expensive,Budget expires FY,References match,Status Quo,Partner X,Faster release
OPP-HIST-01143,GP&A,Public Sector,Company 2143 - Analytics & Reporting,Prove,Owner 27,Closed Won,Q1 FY24,Data Platform Modernization,56627,Deep dive,2023-10-21,,2023-11-24,2023-12-19,9,2024-01-23,Company 2143,Parent Account 156,,Yes,No,No,Fragmented tools,M&A drive,Low TCO,Internal Build,Partner Y,
OPP-HIST-01144,NORAM,Strategic Accounts,Company 2144 - Customer 360 View,Explore,Owner 189,Closed Won,Q2 FY24,Customer 360 View,82179,Proposal review,2024-01-04,2024-02-16,2024-02-23,2024-03-03,42,2024-05-12,Company 2144,,VP Eng,Yes,Yes,,,M&A drive,Best fit,Internal Build,GSII,
OPP-HIST-01145,NORAM,Enterprise,Company 2145 - AI/ML Enablement,Explore,Owner 199,Closed Won,Q3 FY24,DevOps & Automation,28461,POC run,2024-04-25,2024-04-30,2024-05-15,,42,2024-08-22,Company 2145,Parent Account 168,VP Eng,No,Yes,No,Reg risk,Renewal soon,References match,Competitor B,GSII,Visibility
OPP-HIST-01146,LAC,Public Sector,Company 2146 - AI/ML Enablement,Explore,Owner 66,Closed Won,Q1 FY24,Security & Compliance,80806,,2023-12-15,,2024-02-21,,,2024-04-23,Company 2146,Parent Account 6,VP Eng,Yes,,,Reg risk,,,Competitor C,GSII,Reduce Ops
OPP-HIST-01147,LAC,SMB,Company 2147 - Cloud Cost Optimization,Explore,Owner 34,Closed Won,Q2 FY24,AI/ML Enablement,52522,Exec sponsor confirm,2024-03-15,2024-03-18,2024-04-19,2024-04-30,31,2024-06-04,Company 2147,,Director IT,,Yes,No,Legacy expensive,M&A drive,,Competitor C,GSII,Visibility
OPP-HIST-01148,NORAM,SMB,Company 2148 - Data Platform Modernization,Explore,Owner 186,Closed Lost,Q2 FY25,Cloud Cost Optimization,119373,,2025-01-12,,2025-03-18,2025-04-09,12,2025-06-04,Company 2148,Parent Account 172,Head of Data,No,No,Yes,Reg risk,,Strong roadmap,Internal Build,Partner Y,Security posture
OPP-HIST-01149,NORAM,Strategic Accounts,Company 2149 - AI/ML Enablement,Prove,Owner 167,Closed Lost,Q2 FY24,DevOps & Automation,137471,,2024-03-07,,2024-05-25,2024-07-08,13,2024-08-05,Company 2149,Parent Account 50,CTO,No,Yes,Yes,Reg risk,M&A drive,,Competitor A,Partner Y,
OPP-HIST-01150,NORAM,Public Sector,Company 2150 - Data Platform Modernization,Prove,Owner 197,Closed Won,Q2 FY24,Data Platform Modernization,366844,Exec sponsor confirm,2024-03-11,2024-03-23,2024-04-08,,11,2024-06-23,Company 2150,,,Yes,,Yes,Reg risk,Budget expires FY,Strong roadmap,Status Quo,GSII,Visibility
OPP-HIST-01151,GP&A,Mid-Market,Company 2151 - AI/ML Enablement,Prove,Owner 149,Closed Lost,Q2 FY24,Analytics & Reporting,89836,Exec sponsor confirm,2024-03-26,,2024-04-28,2024-05-15,22,2024-07-20,Company 2151,,Head of Data,,No,Yes,Legacy expensive,Renewal soon,Low TCO,Competitor A,Consulting Co,Reduce Ops
OPP-HIST-01152,GP&A,SMB,Company 2152 - DevOps & Automation,Prove,Owner 127,Closed Lost,Q2 FY25,Data Platform Modernization,75211,Deep dive,2025-01-25,,2025-02-22,2025-03-13,,2025-06-05,Company 2152,Parent Account 47,Director IT,No,Yes,Yes,Legacy expensive,Exec mandate,,Status Quo,Partner Y,Reduce Ops
OPP-HIST-01153,APAC,SMB,Company 2153 - Customer 360 View,Prove,Owner 115,Closed Lost,Q2 FY25,DevOps & Automation,68601,POC run,2025-01-17,,2025-02-19,,,2025-05-03,Company 2153,,Infra Lead,,,No,Does not scale,M&A drive,Best fit,Competitor B,GSII,Reduce Ops
OPP-HIST-01154,APAC,Enterprise,Company 2154 - DevOps & Automation,Prove,Owner 177,Closed Lost,Q1 FY24,AI/ML Enablement,46760,Exec sponsor confirm,2023-12-13,2024-01-26,2024-03-07,2024-03-24,16,2024-05-12,Company 2154,Parent Account 68,Cloud Arch,No,,Yes,Fragmented tools,M&A drive,Strong roadmap,Status Quo,Partner Y,Faster release
OPP-HIST-01155,APAC,SMB,Company 2155 - Analytics & Reporting,Prove,Owner 20,Closed Won,Q3 FY24,Customer 360 View,75882,Procurement alignment,2024-05-31,2024-07-15,2024-07-23,2024-08-27,-3,2024-09-25,Company 2155,,Cloud Arch,No,No,Yes,,,,Internal Build,GSII,Visibility
OPP-HIST-01156,NORAM,SMB,Company 2156 - AI/ML Enablement,Commit,Owner 71,Closed Won,Q1 FY24,Cloud Cost Optimization,48689,,2023-11-12,2023-11-25,2023-12-31,2024-01-24,,2024-04-07,Company 2156,Parent Account 30,,Yes,Yes,Yes,Legacy expensive,,References match,Internal Build,Partner Y,Visibility
OPP-HIST-01157,GP&A,Public Sector,Company 2157 - Cloud Cost Optimization,Explore,Owner 83,Closed Lost,Q1 FY24,DevOps & Automation,67367,Exec sponsor confirm,2023-10-19,2023-10-22,,2023-12-29,,2024-02-28,Company 2157,Parent Account 100,,Yes,No,No,Reg risk,Renewal soon,,Status Quo,GSII,Visibility
OPP-HIST-01158,NORAM,Mid-Market,Company 2158 - Data Platform Modernization,Explore,Owner 101,Closed Lost,Q1 FY24,DevOps & Automation,150590,,2023-11-30,2023-12-21,2024-01-29,2024-02-25,,2024-03-26,Company 2158,,CTO,Yes,,No,,Exec mandate,Strong roadmap,Status Quo,Consulting Co,Visibility
OPP-HIST-01159,EMEA,Strategic Accounts,Company 2159 - DevOps & Automation,Explore,Owner 32,Closed Lost,Q2 FY24,Analytics & Reporting,29596,Exec sponsor confirm,2024-01-19,2024-02-07,,,27,2024-05-03,Company 2159,Parent Account 87,Head of Data,No,No,,Legacy expensive,M&A drive,Best fit,Competitor A,Partner Y,Faster release
OPP-HIST-01160,GP&A,SMB,Company 2160 - Security & Compliance,Commit,Owner 49,Closed Lost,Q2 FY25,Customer 360 View,132974,Deep dive,2025-02-24,,2025-04-20,2025-05-01,4,2025-06-01,Company 2160,Parent Account 189,,Yes,,No,Fragmented tools,M&A drive,,Internal Build,GSII,Security posture
OPP-HIST-01161,NORAM,Mid-Market,Company 2161 - Security & Compliance,Explore,Owner 73,Closed Won,Q2 FY24,Cloud Cost Optimization,150539,,2024-01-08,2024-01-25,2024-02-21,2024-03-08,,2024-04-20,Company 2161,Parent Account 126,Head of Data,Yes,No,No,Legacy expensive,Renewal soon,,Competitor B,GSII,Faster release
OPP-HIST-01162,LAC,Mid-Market,Company 2162 - Cloud Cost Optimization,Explore,Owner 60,Closed Won,Q3 FY25,AI/ML Enablement,55124,Implementation plan,2025-05-27,2025-06-12,,2025-08-28,-5,2025-09-25,Company 2162,Parent Account 74,VP Eng,No,,No,Fragmented tools,Renewal soon,Best fit,Competitor B,Consulting Co,Faster release
OPP-HIST-01163,NORAM,Strategic Accounts,Company 2163 - DevOps & Automation,Prove,Owner 192,Closed Won,Q2 FY25,DevOps & Automation,13557,Proposal review,2025-02-17,,,,8,2025-06-02,Company 2163,Parent Account 77,Infra Lead,No,,No,,Exec mandate,Low TCO,Competitor A,Consulting Co,Security posture
OPP-HIST-01164,LAC,Public Sector,Company 2164 - Security & Compliance,Commit,Owner 167,Closed Won,Q3 FY24,Cloud Cost Optimization,39125,POC run,2024-05-31,2024-07-10,2024-07-24,2024-08-06,7,2024-08-31,Company 2164,Parent Account 10,Infra Lead,Yes,,Yes,Legacy expensive,,References match,Competitor A,Partner X,Security posture
OPP-HIST-01165,GP&A,Public Sector,Company 2165 - Data Platform Modernization,Commit,Owner 68,Closed Lost,Q3 FY24,DevOps & Automation,148434,,2024-05-30,,,,,2024-09-21,Company 2165,Parent Account 40,CTO,,Yes,Yes,,Budget expires FY,References match,Competitor B,Partner Y,Security posture
OPP-HIST-01166,GP&A,Public Sector,Company 2166 - Data Platform Modernization,Prove,Owner 17,Closed Lost,Q3 FY24,Analytics & Reporting,58923,Procurement alignment,2024-04-09,2024-04-21,2024-05-13,,,2024-06-24,Company 2166,,Cloud Arch,,No,No,,Renewal soon,References match,Status Quo,Partner X,Visibility
OPP-HIST-01167,EMEA,Enterprise,Company 2167 - Cloud Cost Optimization,Prove,Owner 106,Closed Won,Q3 FY25,Analytics & Reporting,29747,,2025-05-17,2025-06-08,,2025-06-21,36,2025-07-31,Company 2167,,CIO,Yes,Yes,No,Reg risk,,Low TCO,Competitor A,None,Security posture
OPP-HIST-01168,GP&A,Public Sector,Company 2168 - Customer 360 View,Prove,Owner 85,Closed Won,Q1 FY25,AI/ML Enablement,42051,Deep dive,2024-12-25,,,,,2025-04-12,Company 2168,Parent Account 43,Cloud Arch,No,,Yes,Fragmented tools,,References match,Competitor A,Partner X,
OPP-HIST-01169,APAC,Public Sector,Company 2169 - Analytics & Reporting,Commit,Owner 52,Closed Won,Q2 FY24,Customer 360 View,107843,POC run,2024-02-16,,2024-03-13,,30,2024-05-10,Company 2169,,,Yes,,,Does not scale,Renewal soon,Best fit,Competitor C,GSII,Faster release
OPP-HIST-01170,EMEA,Public Sector,Company 2170 - Analytics & Reporting,Explore,Owner 129,Closed Won,Q2 FY25,Data Platform Modernization,87790,Implementation plan,2025-03-10,,,2025-05-02,,2025-05-25,Company 2170,Parent Account 90,CTO,,Yes,Yes,Does not scale,Exec mandate,References match,Competitor B,Partner Y,
OPP-HIST-01171,APAC,Public Sector,Company 2171 - Cloud Cost Optimization,Prove,Owner 49,Closed Lost,Q2 FY25,Analytics & Reporting,50652,Proposal review,2025-03-07,2025-03-23,2025-04-28,2025-05-25,,2025-07-13,Company 2171,Parent Account 173,Infra Lead,Yes,,Yes,Does not scale,Renewal soon,Strong roadmap,Status Quo,Partner X,Security posture
OPP-HIST-01172,GP&A,Enterprise,Company 2172 - Cloud Cost Optimization,Commit,Owner 8,Closed Won,Q1 FY25,Analytics & Reporting,46315,Procurement alignment,2024-10-12,2024-10-22,2024-11-10,,,2025-01-26,Company 2172,Parent Account 113,Cloud Arch,No,Yes,Yes,Legacy expensive,M&A drive,,Internal Build,GSII,Reduce Ops
OPP-HIST-01173,LAC,Mid-Market,Company 2173 - AI/ML Enablement,Commit,Owner 86,Closed Won,Q2 FY25,Customer 360 View,45513,,2025-02-17,,,2025-04-08,13,2025-06-05,Company 2173,Parent Account 10,,Yes,,No,Reg risk,Exec mandate,Best fit,Status Quo,Partner X,Reduce Ops
OPP-HIST-01174,EMEA,Strategic Accounts,Company 2174 - AI/ML Enablement,Commit,Owner 152,Closed Won,Q1 FY24,AI/ML Enablement,31392,Implementation plan,2023-10-29,2023-12-11,,2024-02-11,,2024-03-30,Company 2174,Parent Account 107,Head of Data,Yes,,No,Does not scale,,Strong roadmap,Competitor B,Partner Y,Visibility
OPP-HIST-01175,NORAM,Strategic Accounts,Company 2175 - Security & Compliance,Explore,Owner 68,Closed Won,Q1 FY24,Security & Compliance,185491,POC run,2023-12-09,2024-01-16,2024-01-26,2024-02-21,38,2024-05-08,Company 2175,Parent Account 59,,Yes,,,,Exec mandate,References match,Internal Build,Partner Y,Visibility
OPP-HIST-01176,EMEA,Enterprise,Company 2176 - Analytics & Reporting,Commit,Owner 38,Closed Won,Q1 FY25,Customer 360 View,47780,Procurement alignment,2024-12-04,2025-01-08,2025-01-30,,6,2025-03-15,Company 2176,Parent Account 163,Head of Data,,No,No,Fragmented tools,Budget expires FY,Low TCO,Competitor B,GSII,Security posture
OPP-HIST-01177,NORAM,Mid-Market,Company 2177 - AI/ML Enablement,Explore,Owner 80,Closed Lost,Q2 FY25,Security & Compliance,140366,Exec sponsor confirm,2025-01-20,2025-02-25,,2025-04-11,,2025-06-30,Company 2177,,CTO,,No,No,Does not scale,,,Status Quo,Partner X,Security posture
OPP-HIST-01178,EMEA,Public Sector,Company 2178 - Cloud Cost Optimization,Commit,Owner 147,Closed Lost,Q3 FY25,DevOps & Automation,173671,Implementation plan,2025-04-05,2025-04-09,2025-05-02,,,2025-06-16,Company 2178,Parent Account 24,Head of Data,Yes,,Yes,Fragmented tools,,Best fit,Internal Build,Partner Y,Reduce Ops
OPP-HIST-01179,GP&A,Enterprise,Company 2179 - Customer 360 View,Explore,Owner 192,Closed Lost,Q3 FY24,Data Platform Modernization,120429,Implementation plan,2024-04-14,,2024-05-30,2024-06-24,,2024-08-06,Company 2179,Parent Account 37,Cloud Arch,Yes,No,Yes,Does not scale,,Low TCO,Competitor B,Consulting Co,Security posture
OPP-HIST-01180,NORAM,Strategic Accounts,Company 2180 - Data Platform Modernization,Explore,Owner 96,Closed Won,Q2 FY24,AI/ML Enablement,44261,Proposal review,2024-01-04,,2024-02-27,2024-04-07,41,2024-07-01,Company 2180,Parent Account 26,VP Eng,Yes,Yes,No,,,,Competitor B,Consulting Co,Security posture
OPP-HIST-01181,LAC,Mid-Market,Company 2181 - Data Platform Modernization,Explore,Owner 43,Closed Lost,Q2 FY25,Analytics & Reporting,79428,Deep dive,2025-02-05,,2025-03-31,,41,2025-06-20,Company 2181,Parent Account 1,Head of Data,Yes,,Yes,Does not scale,Budget expires FY,,Internal Build,Partner Y,Faster release
OPP-HIST-01182,GP&A,Mid-Market,Company 2182 - Security & Compliance,Explore,Owner 31,Closed Lost,Q2 FY24,DevOps & Automation,58868,Deep dive,2024-02-12,2024-03-20,,,,2024-07-25,Company 2182,,Director IT,No,,No,Fragmented tools,,Best fit,Internal Build,Consulting Co,Faster release
OPP-HIST-01183,GP&A,Public Sector,Company 2183 - Customer 360 View,Explore,Owner 54,Closed Won,Q1 FY25,DevOps & Automation,31805,,2024-11-05,2024-12-07,2025-01-04,,18,2025-02-23,Company 2183,,Infra Lead,Yes,No,No,Legacy expensive,,References match,Competitor A,Consulting Co,Reduce Ops
OPP-HIST-01184,NORAM,SMB,Company 2184 - Data Platform Modernization,Prove,Owner 134,Closed Lost,Q2 FY25,Analytics & Reporting,75135,Implementation plan,2025-02-24,2025-04-01,,,24,2025-07-15,Company 2184,,CIO,No,No,Yes,Reg risk,Renewal soon,References match,Status Quo,Partner X,Faster release
OPP-HIST-01185,GP&A,Strategic Accounts,Company 2185 - Security & Compliance,Prove,Owner 33,Closed Lost,Q2 FY25,Security & Compliance,26230,Procurement alignment,2025-02-23,2025-03-23,2025-04-29,2025-05-26,44,2025-07-26,Company 2185,Parent Account 5,Cloud Arch,No,,,Legacy expensive,Budget expires FY,,Internal Build,GSII,Reduce Ops
OPP-HIST-01186,GP&A,Enterprise,Company 2186 - Customer 360 View,Explore,Owner 96,Closed Lost,Q1 FY25,DevOps & Automation,137499,Implementation plan,2024-10-02,2024-11-15,2024-12-18,2025-01-28,34,2025-03-06,Company 2186,Parent Account 110,,Yes,,,Legacy expensive,Exec mandate,,Internal Build,GSII,Visibility
OPP-HIST-01187,NORAM,Mid-Market,Company 2187 - Analytics & Reporting,Commit,Owner 45,Closed Won,Q2 FY25,DevOps & Automation,43250,Exec sponsor confirm,2025-02-21,2025-03-23,2025-04-20,,28,2025-06-30,Company 2187,,,,No,Yes,Does not scale,Exec mandate,,Competitor B,GSII,Security posture
OPP-HIST-01188,NORAM,Public Sector,Company 2188 - AI/ML Enablement,Prove,Owner 184,Closed Lost,Q2 FY25,AI/ML Enablement,68927,Procurement alignment,2025-03-24,,2025-04-29,,,2025-07-15,Company 2188,Parent Account 155,Cloud Arch,No,Yes,Yes,,Renewal soon,References match,Internal Build,Partner X,
OPP-HIST-01189,APAC,Mid-Market,Company 2189 - Data Platform Modernization,Prove,Owner 168,Closed Lost,Q2 FY24,Security & Compliance,73006,Deep dive,2024-03-14,2024-04-01,,2024-05-23,,2024-06-19,Company 2189,Parent Account 28,CTO,,No,Yes,,Budget expires FY,References match,Competitor C,Partner Y,Security posture
OPP-HIST-01190,NORAM,Strategic Accounts,Company 2190 - Security & Compliance,Commit,Owner 158,Closed Lost,Q3 FY24,Data Platform Modernization,49949,Exec sponsor confirm,2024-04-16,,2024-06-05,2024-07-04,38,2024-09-22,Company 2190,Parent Account 126,,Yes,,Yes,,Budget expires FY,Strong roadmap,Status Quo,None,Security posture
OPP-HIST-01191,EMEA,Public Sector,Company 2191 - Cloud Cost Optimization,Prove,Owner 25,Closed Won,Q2 FY25,Security & Compliance,90281,,2025-02-27,,2025-04-01,,38,2025-07-28,Company 2191,Parent Account 65,Director IT,Yes,No,No,,,References match,Internal Build,None,Visibility
OPP-HIST-01192,APAC,Mid-Market,Company 2192 - Customer 360 View,Commit,Owner 119,Closed Lost,Q2 FY25,Security & Compliance,42940,Exec sponsor confirm,2025-02-16,2025-03-22,2025-04-15,,,2025-07-08,Company 2192,Parent Account 132,CIO,No,No,,Reg risk,Exec mandate,Low TCO,Competitor C,Partner Y,Reduce Ops
OPP-HIST-01193,APAC,Public Sector,Company 2193 - Security & Compliance,Prove,Owner 43,Closed Won,Q1 FY25,Cloud Cost Optimization,110184,Exec sponsor confirm,2024-10-09,,2024-12-13,,,2025-03-13,Company 2193,,Director IT,No,,,,,Best fit,Competitor B,GSII,
OPP-HIST-01194,APAC,Enterprise,Company 2194 - Analytics & Reporting,Prove,Owner 99,Closed Lost,Q2 FY25,Cloud Cost Optimization,23337,Implementation plan,2025-01-26,2025-03-06,2025-03-18,,28,2025-06-06,Company 2194,,CTO,,No,,Legacy expensive,Renewal soon,Low TCO,Competitor C,Partner X,
OPP-HIST-01195,LAC,Strategic Accounts,Company 2195 - Cloud Cost Optimization,Prove,Owner 43,Closed Lost,Q1 FY25,Security & Compliance,65412,,2024-10-12,,2024-12-03,,17,2025-01-08,Company 2195,Parent Account 36,Head of Data,No,Yes,Yes,Legacy expensive,Exec mandate,References match,Competitor B,Partner X,Faster release
OPP-HIST-01196,EMEA,Strategic Accounts,Company 2196 - DevOps & Automation,Explore,Owner 35,Closed Won,Q3 FY24,AI/ML Enablement,232640,Procurement alignment,2024-05-29,2024-06-10,2024-07-13,2024-08-17,9,2024-09-25,Company 2196,Parent Account 90,VP Eng,Yes,,,Reg risk,Exec mandate,References match,Status Quo,GSII,Faster release
OPP-HIST-01197,EMEA,Mid-Market,Company 2197 - Data Platform Modernization,Prove,Owner 159,Closed Lost,Q1 FY24,Data Platform Modernization,29725,Proposal review,2023-10-19,2023-10-29,2023-11-09,,,2024-02-13,Company 2197,Parent Account 92,VP Eng,Yes,No,No,Fragmented tools,Renewal soon,References match,Status Quo,None,Security posture
OPP-HIST-01198,EMEA,Enterprise,Company 2198 - Data Platform Modernization,Commit,Owner 165,Closed Won,Q3 FY25,Cloud Cost Optimization,37256,Implementation plan,2025-05-10,,2025-06-21,2025-06-24,,2025-07-27,Company 2198,,Head of Data,,Yes,No,,Renewal soon,,Status Quo,Partner Y,
OPP-HIST-01199,NORAM,Strategic Accounts,Company 2199 - Customer 360 View,Commit,Owner 27,Closed Won,Q3 FY24,Security & Compliance,85796,Deep dive,2024-05-20,2024-06-21,2024-07-22,2024-07-28,12,2024-09-03,Company 2199,Parent Account 64,CTO,No,Yes,Yes,,,,Competitor C,GSII,Security posture
OPP-HIST-01200,APAC,Strategic Accounts,Company 2200 - Cloud Cost Optimization,Explore,Owner 124,Closed Lost,Q3 FY25,DevOps & Automation,67894,,2025-04-11,2025-05-06,,2025-05-21,29,2025-07-11,Company 2200,Parent Account 191,Director IT,No,No,,Legacy expensive,,,Competitor B,GSII,Visibility
OPP-HIST-01201,EMEA,Mid-Market,Company 2201 - AI/ML Enablement,Explore,Owner 71,Closed Lost,Q1 FY25,Data Platform Modernization,76530,Proposal review,2024-10-27,2024-11-09,2024-11-16,2024-12-17,24,2025-02-17,Company 2201,,CIO,Yes,Yes,No,Reg risk,M&A drive,Strong roadmap,Status Quo,None,Reduce Ops
OPP-HIST-01202,APAC,Public Sector,Company 2202 - AI/ML Enablement,Explore,Owner 18,Closed Lost,Q1 FY24,AI/ML Enablement,84324,Exec sponsor confirm,2023-11-08,2023-11-13,2023-12-22,,9,2024-02-26,Company 2202,Parent Account 132,Director IT,Yes,Yes,Yes,,M&A drive,,Internal Build,GSII,Reduce Ops
OPP-HIST-01203,GP&A,Strategic Accounts,Company 2203 - Security & Compliance,Explore,Owner 64,Closed Lost,Q3 FY24,Security & Compliance,93368,Implementation plan,2024-04-25,2024-05-31,2024-06-14,2024-07-02,19,2024-08-02,Company 2203,Parent Account 152,Infra Lead,Yes,,No,,M&A drive,Strong roadmap,Competitor C,Consulting Co,Reduce Ops
OPP-HIST-01204,APAC,Mid-Market,Company 2204 - Data Platform Modernization,Explore,Owner 161,Closed Won,Q2 FY24,Security & Compliance,130195,Procurement alignment,2024-01-03,2024-01-07,,,25,2024-05-08,Company 2204,,Head of Data,Yes,,No,,,,Competitor C,Partner Y,Faster release
OPP-HIST-01205,GP&A,Enterprise,Company 2205 - Data Platform Modernization,Commit,Owner 56,Closed Won,Q1 FY24,Analytics & Reporting,79767,Procurement alignment,2023-10-19,,2023-11-22,,,2024-01-30,Company 2205,Parent Account 181,Director IT,Yes,No,Yes,Reg risk,Budget expires FY,Best fit,Competitor B,Consulting Co,Security posture
