opportunity number,field / event,Old value,New Value,edit date
OPP-HIST-00964,Next Steps,POC run,Proposal review,2025-06-03
OPP-HIST-00964,Next Steps,Proposal review,Deep dive,2025-07-01
OPP-HIST-00965,Next Steps,Procurement alignment,Deep dive,2024-06-08
OPP-HIST-00965,Next Steps,Deep dive,Deep dive - update,2024-07-14
OPP-HIST-00965,Next Steps,Deep dive - update,POC run,2024-08-08
OPP-HIST-00966,Next Steps,POC run,POC run,2025-06-15
OPP-HIST-00967,Next Steps,Implementation plan,Implementation plan - minor,2025-01-20
OPP-HIST-00967,Next Steps,Implementation plan - minor,Proposal review,2025-02-02
OPP-HIST-00968,Next Steps,Procurement alignment,Procurement alignment - update,2024-02-01
OPP-HIST-00968,Next Steps,Procurement alignment - update,Procurement alignment - update - update,2024-02-21
OPP-HIST-00968,Next Steps,Procurement alignment - update - update,Proposal review,2024-03-09
OPP-HIST-00969,Next Steps,Procurement alignment,Procurement alignment - follow up,2025-06-29
OPP-HIST-00970,Next Steps,Implementation plan,Deep dive,2024-10-19
OPP-HIST-00970,Next Steps,Deep dive,Exec sponsor confirm,2024-10-24
OPP-HIST-00970,Next Steps,Exec sponsor confirm,Exec sponsor confirm - minor,2024-12-02
OPP-HIST-00970,Next Steps,Exec sponsor confirm - minor,Exec sponsor confirm - minor - pending,2024-12-11
OPP-HIST-00971,Next Steps,Procurement alignment,POC run,2024-05-08
OPP-HIST-00971,Next Steps,POC run,POC run - minor,2024-05-23
OPP-HIST-00971,Next Steps,POC run - minor,Implementation plan,2024-06-04
OPP-HIST-00971,Next Steps,Implementation plan,Implementation plan - pending,2024-06-20
OPP-HIST-00971,Next Steps,Implementation plan - pending,Exec sponsor confirm,2024-07-17
OPP-HIST-00972,Next Steps,POC run,POC run (no change),2023-10-22
OPP-HIST-00972,Next Steps,POC run (no change),POC run (no change) - follow up,2023-11-17
OPP-HIST-00972,Next Steps,POC run (no change) - follow up,Implementation plan,2023-12-13
OPP-HIST-00972,Next Steps,Implementation plan,Implementation plan - follow up,2024-01-07
OPP-HIST-00972,Next Steps,Implementation plan - follow up,Implementation plan - follow up - pending,2024-01-13
OPP-HIST-00974,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2024-02-27
OPP-HIST-00976,Next Steps,Implementation plan,Implementation plan - minor,2025-01-16
OPP-HIST-00976,Next Steps,Implementation plan - minor,Procurement alignment,2025-02-09
OPP-HIST-00976,Next Steps,Procurement alignment,Procurement alignment (no change),2025-03-03
OPP-HIST-00976,Next Steps,Procurement alignment (no change),Implementation plan,2025-04-01
OPP-HIST-00976,Next Steps,Implementation plan,Proposal review,2025-04-05
OPP-HIST-00977,Next Steps,,Proposal review,2024-03-01
OPP-HIST-00977,Next Steps,Proposal review,Exec sponsor confirm,2024-03-26
OPP-HIST-00977,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2024-04-14
OPP-HIST-00977,Next Steps,Exec sponsor confirm - follow up,Deep dive,2024-04-29
OPP-HIST-00977,Next Steps,Deep dive,Exec sponsor confirm,2024-05-09
OPP-HIST-00978,Next Steps,Procurement alignment,Implementation plan,2024-12-19
OPP-HIST-00978,Next Steps,Implementation plan,Proposal review,2025-01-25
OPP-HIST-00978,Next Steps,Proposal review,Proposal review,2025-02-02
OPP-HIST-00978,Next Steps,Proposal review,Proposal review - pending,2025-02-23
OPP-HIST-00978,Next Steps,Proposal review - pending,Deep dive,2025-03-05
OPP-HIST-00979,Next Steps,,Procurement alignment,2025-02-23
OPP-HIST-00979,Next Steps,Procurement alignment,Procurement alignment - minor,2025-03-27
OPP-HIST-00979,Next Steps,Procurement alignment - minor,Procurement alignment - minor - minor,2025-04-03
OPP-HIST-00980,Next Steps,,Deep dive,2025-05-14
OPP-HIST-00980,Next Steps,Deep dive,POC run,2025-05-20
OPP-HIST-00980,Next Steps,POC run,POC run - pending,2025-05-30
OPP-HIST-00980,Next Steps,POC run - pending,Proposal review,2025-06-06
OPP-HIST-00981,Next Steps,Proposal review,Proposal review - follow up,2024-03-31
OPP-HIST-00981,Next Steps,Proposal review - follow up,Deep dive,2024-05-02
OPP-HIST-00981,Next Steps,Deep dive,Deep dive - update,2024-05-16
OPP-HIST-00981,Next Steps,Deep dive - update,Implementation plan,2024-05-22
OPP-HIST-00982,Next Steps,POC run,POC run - pending,2024-05-21
OPP-HIST-00982,Next Steps,POC run - pending,Exec sponsor confirm,2024-05-25
OPP-HIST-00982,Next Steps,Exec sponsor confirm,Exec sponsor confirm,2024-06-21
OPP-HIST-00983,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2024-01-04
OPP-HIST-00984,Next Steps,Deep dive,Deep dive - update,2024-03-26
OPP-HIST-00984,Next Steps,Deep dive - update,POC run,2024-04-26
OPP-HIST-00984,Next Steps,POC run,POC run - minor,2024-05-05
OPP-HIST-00985,Next Steps,POC run,POC run - follow up,2023-12-04
OPP-HIST-00985,Next Steps,POC run - follow up,Proposal review,2023-12-29
OPP-HIST-00986,Next Steps,Implementation plan,Implementation plan - follow up,2023-12-15
OPP-HIST-00986,Next Steps,Implementation plan - follow up,Implementation plan - follow up - minor,2024-01-23
OPP-HIST-00987,Next Steps,Exec sponsor confirm,Deep dive,2024-12-09
OPP-HIST-00987,Next Steps,Deep dive,Proposal review,2024-12-21
OPP-HIST-00987,Next Steps,Proposal review,Implementation plan,2025-01-09
OPP-HIST-00987,Next Steps,Implementation plan,Implementation plan - minor,2025-02-17
OPP-HIST-00988,Next Steps,,Exec sponsor confirm,2025-06-22
OPP-HIST-00988,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2025-07-11
OPP-HIST-00988,Next Steps,Exec sponsor confirm - pending,Procurement alignment,2025-08-04
OPP-HIST-00989,Next Steps,,Exec sponsor confirm,2024-04-21
OPP-HIST-00989,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2024-05-19
OPP-HIST-00989,Next Steps,Exec sponsor confirm - follow up,Exec sponsor confirm - follow up - update,2024-06-17
OPP-HIST-00989,Next Steps,Exec sponsor confirm - follow up - update,Exec sponsor confirm - follow up - update (no change),2024-07-04
OPP-HIST-00990,Next Steps,POC run,POC run - minor,2024-04-09
OPP-HIST-00990,Next Steps,POC run - minor,Exec sponsor confirm,2024-05-09
OPP-HIST-00990,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2024-05-25
OPP-HIST-00991,Next Steps,Deep dive,Deep dive - update,2025-03-30
OPP-HIST-00991,Next Steps,Deep dive - update,Implementation plan,2025-04-11
OPP-HIST-00992,Next Steps,POC run,Proposal review,2023-10-26
OPP-HIST-00992,Next Steps,Proposal review,Proposal review - minor,2023-11-04
OPP-HIST-00992,Next Steps,Proposal review - minor,Proposal review - minor - minor,2023-11-10
OPP-HIST-00992,Next Steps,Proposal review - minor - minor,Deep dive,2023-11-23
OPP-HIST-00994,Next Steps,POC run,POC run (no change),2024-04-02
OPP-HIST-00994,Next Steps,POC run (no change),POC run (no change) - update,2024-04-16
OPP-HIST-00995,Next Steps,POC run,POC run - pending,2024-11-14
OPP-HIST-00996,Next Steps,Procurement alignment,Deep dive,2025-03-13
OPP-HIST-00996,Next Steps,Deep dive,Deep dive - follow up,2025-03-26
OPP-HIST-00996,Next Steps,Deep dive - follow up,Implementation plan,2025-04-19
OPP-HIST-00996,Next Steps,Implementation plan,Procurement alignment,2025-04-23
OPP-HIST-00996,Next Steps,Procurement alignment,Procurement alignment - follow up,2025-04-23
OPP-HIST-00997,Next Steps,Deep dive,Procurement alignment,2024-01-19
OPP-HIST-00997,Next Steps,Procurement alignment,POC run,2024-02-07
OPP-HIST-00997,Next Steps,POC run,Implementation plan,2024-03-05
OPP-HIST-00997,Next Steps,Implementation plan,Procurement alignment,2024-03-31
OPP-HIST-00997,Next Steps,Procurement alignment,Procurement alignment - minor,2024-04-19
OPP-HIST-00998,Next Steps,POC run,Procurement alignment,2025-04-12
OPP-HIST-01000,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2023-11-06
OPP-HIST-01000,Next Steps,Exec sponsor confirm - pending,Exec sponsor confirm - pending (no change),2023-12-14
OPP-HIST-01001,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2024-06-04
OPP-HIST-01001,Next Steps,Exec sponsor confirm - update,Exec sponsor confirm - update - minor,2024-06-28
OPP-HIST-01001,Next Steps,Exec sponsor confirm - update - minor,Proposal review,2024-08-05
OPP-HIST-01001,Next Steps,Proposal review,Proposal review - pending,2024-09-05
OPP-HIST-01001,Next Steps,Proposal review - pending,Deep dive,2024-09-10
OPP-HIST-01003,Next Steps,Exec sponsor confirm,Exec sponsor confirm - minor,2024-02-18
OPP-HIST-01003,Next Steps,Exec sponsor confirm - minor,Deep dive,2024-03-29
OPP-HIST-01003,Next Steps,Deep dive,Procurement alignment,2024-04-15
OPP-HIST-01004,Next Steps,,POC run,2024-02-06
OPP-HIST-01004,Next Steps,POC run,Implementation plan,2024-03-10
OPP-HIST-01004,Next Steps,Implementation plan,Exec sponsor confirm,2024-03-10
OPP-HIST-01004,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2024-03-07
OPP-HIST-01004,Next Steps,Exec sponsor confirm - follow up,Exec sponsor confirm - follow up - minor,2024-03-06
OPP-HIST-01005,Next Steps,Implementation plan,Implementation plan,2025-05-07
OPP-HIST-01005,Next Steps,Implementation plan,Implementation plan (no change),2025-06-03
OPP-HIST-01005,Next Steps,Implementation plan (no change),Deep dive,2025-06-28
OPP-HIST-01005,Next Steps,Deep dive,POC run,2025-07-18
OPP-HIST-01007,Next Steps,Proposal review,Proposal review - update,2024-05-30
OPP-HIST-01007,Next Steps,Proposal review - update,Proposal review - update - follow up,2024-06-30
OPP-HIST-01007,Next Steps,Proposal review - update - follow up,Proposal review - update - follow up (no change),2024-08-07
OPP-HIST-01007,Next Steps,Proposal review - update - follow up (no change),Exec sponsor confirm,2024-09-09
OPP-HIST-01008,Next Steps,Deep dive,Deep dive - pending,2024-12-30
OPP-HIST-01008,Next Steps,Deep dive - pending,Deep dive - pending - pending,2025-01-14
OPP-HIST-01009,Next Steps,Deep dive,Deep dive (no change),2025-06-02
OPP-HIST-01011,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2024-11-28
OPP-HIST-01013,Next Steps,,POC run,2025-03-29
OPP-HIST-01013,Next Steps,POC run,POC run,2025-04-09
OPP-HIST-01013,Next Steps,POC run,POC run (no change),2025-04-18
OPP-HIST-01013,Next Steps,POC run (no change),POC run (no change) - update,2025-04-22
OPP-HIST-01013,Next Steps,POC run (no change) - update,POC run,2025-05-09
OPP-HIST-01014,Next Steps,Procurement alignment,Deep dive,2024-12-14
OPP-HIST-01014,Next Steps,Deep dive,Deep dive - pending,2024-12-25
OPP-HIST-01014,Next Steps,Deep dive - pending,Proposal review,2025-01-09
OPP-HIST-01014,Next Steps,Proposal review,Exec sponsor confirm,2025-01-30
OPP-HIST-01014,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2025-01-30
OPP-HIST-01015,Next Steps,,POC run,2024-01-17
OPP-HIST-01015,Next Steps,POC run,POC run - minor,2024-01-22
OPP-HIST-01015,Next Steps,POC run - minor,POC run - minor - pending,2024-02-08
OPP-HIST-01017,Next Steps,Deep dive,Deep dive - pending,2024-02-10
OPP-HIST-01017,Next Steps,Deep dive - pending,Procurement alignment,2024-02-25
OPP-HIST-01017,Next Steps,Procurement alignment,Procurement alignment - pending,2024-03-24
OPP-HIST-01017,Next Steps,Procurement alignment - pending,Procurement alignment - pending - pending,2024-04-22
OPP-HIST-01018,Next Steps,,Implementation plan,2024-03-27
OPP-HIST-01019,Next Steps,Proposal review,Proposal review - pending,2024-04-22
OPP-HIST-01019,Next Steps,Proposal review - pending,POC run,2024-05-12
OPP-HIST-01019,Next Steps,POC run,Proposal review,2024-06-02
OPP-HIST-01022,Next Steps,Implementation plan,Implementation plan - follow up,2024-05-26
OPP-HIST-01022,Next Steps,Implementation plan - follow up,Implementation plan - follow up - update,2024-06-20
OPP-HIST-01022,Next Steps,Implementation plan - follow up - update,Implementation plan - follow up - update - update,2024-07-27
OPP-HIST-01022,Next Steps,Implementation plan - follow up - update - update,Implementation plan - follow up - update - update (no change),2024-08-21
OPP-HIST-01023,Next Steps,Deep dive,Deep dive - minor,2024-02-13
OPP-HIST-01023,Next Steps,Deep dive - minor,Implementation plan,2024-03-03
OPP-HIST-01024,Next Steps,Procurement alignment,Exec sponsor confirm,2024-05-02
OPP-HIST-01024,Next Steps,Exec sponsor confirm,Deep dive,2024-06-04
OPP-HIST-01025,Next Steps,,Procurement alignment,2025-05-07
OPP-HIST-01025,Next Steps,Procurement alignment,Procurement alignment - update,2025-06-06
OPP-HIST-01025,Next Steps,Procurement alignment - update,Procurement alignment - update - minor,2025-07-11
OPP-HIST-01026,Next Steps,,Implementation plan,2025-04-09
OPP-HIST-01026,Next Steps,Implementation plan,Implementation plan,2025-05-07
OPP-HIST-01027,Next Steps,,Implementation plan,2024-02-23
OPP-HIST-01027,Next Steps,Implementation plan,Implementation plan - follow up,2024-03-23
OPP-HIST-01027,Next Steps,Implementation plan - follow up,Proposal review,2024-04-04
OPP-HIST-01028,Next Steps,POC run,POC run - pending,2024-01-30
OPP-HIST-01028,Next Steps,POC run - pending,Implementation plan,2024-03-04
OPP-HIST-01028,Next Steps,Implementation plan,Implementation plan - pending,2024-03-09
OPP-HIST-01029,Next Steps,Exec sponsor confirm,Deep dive,2024-02-03
OPP-HIST-01029,Next Steps,Deep dive,Deep dive - minor,2024-02-26
OPP-HIST-01029,Next Steps,Deep dive - minor,Deep dive - minor - pending,2024-03-27
OPP-HIST-01029,Next Steps,Deep dive - minor - pending,Deep dive - minor - pending (no change),2024-04-09
OPP-HIST-01031,Next Steps,,Implementation plan,2024-06-19
OPP-HIST-01031,Next Steps,Implementation plan,Implementation plan - update,2024-07-02
OPP-HIST-01031,Next Steps,Implementation plan - update,Implementation plan - update - pending,2024-07-22
OPP-HIST-01031,Next Steps,Implementation plan - update - pending,Deep dive,2024-07-26
OPP-HIST-01033,Next Steps,Implementation plan,Exec sponsor confirm,2024-01-29
OPP-HIST-01033,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2024-02-26
OPP-HIST-01033,Next Steps,Exec sponsor confirm - update,Procurement alignment,2024-03-11
OPP-HIST-01033,Next Steps,Procurement alignment,Procurement alignment (no change),2024-04-07
OPP-HIST-01034,Next Steps,Implementation plan,Implementation plan,2025-04-21
OPP-HIST-01034,Next Steps,Implementation plan,Deep dive,2025-05-01
OPP-HIST-01034,Next Steps,Deep dive,Proposal review,2025-05-28
OPP-HIST-01035,Next Steps,Exec sponsor confirm,POC run,2025-03-30
OPP-HIST-01036,Next Steps,Procurement alignment,Procurement alignment - update,2024-05-17
OPP-HIST-01036,Next Steps,Procurement alignment - update,Implementation plan,2024-06-02
OPP-HIST-01037,Next Steps,,Procurement alignment,2024-06-09
OPP-HIST-01037,Next Steps,Procurement alignment,Procurement alignment,2024-07-01
OPP-HIST-01037,Next Steps,Procurement alignment,Procurement alignment - update,2024-07-05
OPP-HIST-01037,Next Steps,Procurement alignment - update,POC run,2024-07-18
OPP-HIST-01038,Next Steps,,Implementation plan,2025-02-02
OPP-HIST-01038,Next Steps,Implementation plan,Implementation plan - follow up,2025-02-08
OPP-HIST-01038,Next Steps,Implementation plan - follow up,Implementation plan - follow up (no change),2025-02-24
OPP-HIST-01038,Next Steps,Implementation plan - follow up (no change),Proposal review,2025-03-03
OPP-HIST-01038,Next Steps,Proposal review,Proposal review - minor,2025-03-17
OPP-HIST-01039,Next Steps,Deep dive,Deep dive,2025-02-23
OPP-HIST-01039,Next Steps,Deep dive,Deep dive - pending,2025-03-14
OPP-HIST-01039,Next Steps,Deep dive - pending,Deep dive,2025-03-20
OPP-HIST-01039,Next Steps,Deep dive,Deep dive (no change),2025-04-18
OPP-HIST-01039,Next Steps,Deep dive (no change),Deep dive (no change) - follow up,2025-05-09
OPP-HIST-01040,Next Steps,POC run,POC run - update,2025-02-12
OPP-HIST-01040,Next Steps,POC run - update,Implementation plan,2025-02-22
OPP-HIST-01040,Next Steps,Implementation plan,Exec sponsor confirm,2025-03-18
OPP-HIST-01040,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2025-03-26
OPP-HIST-01041,Next Steps,,Procurement alignment,2025-03-20
OPP-HIST-01041,Next Steps,Procurement alignment,Procurement alignment (no change),2025-04-09
OPP-HIST-01041,Next Steps,Procurement alignment (no change),Exec sponsor confirm,2025-05-08
OPP-HIST-01041,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2025-05-22
OPP-HIST-01041,Next Steps,Exec sponsor confirm (no change),Procurement alignment,2025-06-16
OPP-HIST-01042,Next Steps,Procurement alignment,Procurement alignment - update,2023-10-28
OPP-HIST-01042,Next Steps,Procurement alignment - update,Procurement alignment - update - minor,2023-11-23
OPP-HIST-01042,Next Steps,Procurement alignment - update - minor,Deep dive,2023-12-22
OPP-HIST-01042,Next Steps,Deep dive,Deep dive - pending,2024-01-05
OPP-HIST-01042,Next Steps,Deep dive - pending,Deep dive - pending - follow up,2024-01-04
OPP-HIST-01043,Next Steps,,Implementation plan,2025-04-25
OPP-HIST-01044,Next Steps,,Exec sponsor confirm,2024-06-06
OPP-HIST-01044,Next Steps,Exec sponsor confirm,Exec sponsor confirm - minor,2024-07-01
OPP-HIST-01044,Next Steps,Exec sponsor confirm - minor,Exec sponsor confirm - minor - pending,2024-07-19
OPP-HIST-01044,Next Steps,Exec sponsor confirm - minor - pending,Proposal review,2024-08-04
OPP-HIST-01045,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2024-01-20
OPP-HIST-01045,Next Steps,Exec sponsor confirm - follow up,Exec sponsor confirm - follow up - pending,2024-02-04
OPP-HIST-01045,Next Steps,Exec sponsor confirm - follow up - pending,Exec sponsor confirm - follow up - pending - pending,2024-03-05
OPP-HIST-01045,Next Steps,Exec sponsor confirm - follow up - pending - pending,Exec sponsor confirm - follow up - pending - pending - follow up,2024-03-04
